age,job,marital,education,balance,housing,loan,month,campaign,previous
49.0,blue-collar,married,secondary,0.0,no,yes,jul,1.0,0.0
29.0,admin.,divorced,tertiary,0.0,no,yes,jul,3.0,0.0
39.0,services,divorced,secondary,687.0,yes,no,jul,1.0,0.0
38.0,management,married,tertiary,327.0,yes,yes,jul,5.0,0.0
26.0,technician,married,secondary,-119.0,no,yes,jul,5.0,0.0
32.0,management,married,tertiary,794.0,yes,yes,jul,1.0,0.0
33.0,blue-collar,married,primary,-191.0,yes,yes,jul,4.0,0.0
31.0,management,single,tertiary,409.0,no,yes,jul,5.0,0.0
49.0,blue-collar,married,primary,3.0,no,yes,jul,6.0,0.0
27.0,unemployed,single,primary,9.0,no,yes,jul,2.0,0.0
30.0,blue-collar,single,secondary,155.0,yes,yes,jul,3.0,0.0
35.0,blue-collar,married,secondary,1330.0,no,no,jul,1.0,0.0
26.0,blue-collar,single,secondary,-29.0,yes,no,jul,4.0,0.0
45.0,entrepreneur,married,unknown,3133.0,yes,yes,jul,1.0,0.0
34.0,admin.,married,secondary,-33.0,yes,yes,jul,1.0,0.0
28.0,admin.,single,secondary,-170.0,no,yes,jul,2.0,0.0
25.0,blue-collar,single,secondary,1243.0,no,yes,jul,7.0,0.0
30.0,blue-collar,single,secondary,1598.0,yes,no,jul,1.0,0.0
30.0,services,married,secondary,5.0,no,yes,jul,5.0,0.0
47.0,services,married,secondary,367.0,yes,no,jul,4.0,0.0
57.0,admin.,divorced,secondary,658.0,no,no,jul,1.0,0.0
38.0,management,married,tertiary,1722.0,yes,no,jul,1.0,0.0
54.0,technician,married,secondary,-315.0,no,yes,jul,1.0,0.0
25.0,blue-collar,single,primary,2483.0,no,no,jul,3.0,0.0
30.0,blue-collar,married,secondary,0.0,yes,yes,jul,1.0,0.0
26.0,management,single,tertiary,45.0,no,no,jul,3.0,0.0
31.0,student,married,primary,46.0,yes,no,jul,1.0,0.0
29.0,blue-collar,single,secondary,482.0,no,yes,jul,3.0,0.0
49.0,blue-collar,married,secondary,3728.0,yes,no,jul,2.0,0.0
60.0,retired,divorced,secondary,1099.0,no,no,jul,2.0,0.0
60.0,management,married,tertiary,2222.0,yes,no,jul,2.0,0.0
29.0,management,single,tertiary,983.0,yes,no,jul,2.0,0.0
55.0,management,divorced,secondary,204.0,yes,no,jul,2.0,0.0
44.0,admin.,married,secondary,1074.0,yes,no,jul,2.0,0.0
47.0,technician,married,secondary,3466.0,yes,no,jul,2.0,0.0
35.0,admin.,married,secondary,-203.0,yes,no,jul,2.0,0.0
35.0,entrepreneur,married,secondary,2436.0,no,yes,jul,3.0,0.0
38.0,technician,married,secondary,976.0,yes,no,jul,3.0,0.0
34.0,entrepreneur,married,tertiary,146.0,yes,no,jul,2.0,0.0
50.0,technician,married,secondary,156.0,no,yes,jul,3.0,0.0
43.0,admin.,married,tertiary,189.0,yes,no,jul,4.0,0.0
44.0,admin.,divorced,secondary,163.0,yes,no,jul,2.0,0.0
51.0,services,divorced,secondary,242.0,no,yes,jul,4.0,0.0
31.0,technician,married,secondary,1173.0,yes,no,jul,3.0,0.0
39.0,technician,married,tertiary,0.0,yes,no,jul,7.0,0.0
59.0,management,married,tertiary,296.0,no,yes,jul,3.0,0.0
25.0,services,single,secondary,333.0,no,yes,jul,2.0,0.0
58.0,management,married,tertiary,3864.0,yes,no,jul,4.0,0.0
30.0,entrepreneur,married,primary,2686.0,yes,no,jul,3.0,0.0
34.0,blue-collar,single,primary,-109.0,yes,no,jul,4.0,0.0
51.0,services,divorced,secondary,65.0,no,yes,jul,1.0,0.0
60.0,retired,married,secondary,597.0,no,no,jul,1.0,0.0
51.0,entrepreneur,married,secondary,-799.0,no,yes,jul,3.0,0.0
37.0,management,divorced,tertiary,1775.0,no,no,jul,5.0,0.0
30.0,blue-collar,single,primary,0.0,no,no,jul,3.0,0.0
46.0,entrepreneur,divorced,secondary,-563.0,no,yes,jul,4.0,0.0
29.0,student,single,tertiary,5.0,no,no,jul,5.0,0.0
27.0,entrepreneur,married,tertiary,139.0,no,no,jul,5.0,0.0
28.0,management,single,tertiary,0.0,yes,no,jul,5.0,0.0
34.0,blue-collar,single,secondary,855.0,yes,no,jul,1.0,0.0
29.0,blue-collar,single,unknown,694.0,yes,yes,jul,4.0,0.0
27.0,management,single,tertiary,151.0,yes,no,jul,1.0,0.0
26.0,technician,single,secondary,354.0,no,no,jul,1.0,0.0
36.0,management,married,tertiary,673.0,yes,no,jul,1.0,0.0
44.0,blue-collar,married,primary,1265.0,yes,no,jul,1.0,0.0
39.0,blue-collar,married,tertiary,597.0,no,no,jul,6.0,0.0
30.0,technician,married,secondary,-393.0,yes,yes,jul,1.0,0.0
31.0,unemployed,divorced,tertiary,256.0,yes,no,jul,2.0,0.0
56.0,blue-collar,married,primary,0.0,yes,no,jul,1.0,0.0
29.0,blue-collar,married,secondary,2870.0,yes,no,jul,1.0,0.0
43.0,blue-collar,married,secondary,184.0,no,yes,jul,10.674652974835883,0.0
32.0,blue-collar,married,secondary,1905.0,yes,no,jul,2.0,0.0
30.0,admin.,single,secondary,-36.0,no,no,jul,9.0,0.0
40.0,blue-collar,married,secondary,-839.0,yes,yes,jul,2.0,0.0
42.0,services,married,secondary,3465.0,yes,yes,jul,2.0,0.0
27.0,student,married,secondary,119.0,yes,no,jul,2.0,0.0
35.0,management,married,tertiary,36.0,no,yes,jul,5.0,0.0
35.0,housemaid,married,primary,113.0,yes,no,jul,2.0,0.0
32.0,blue-collar,single,secondary,118.0,yes,no,jul,1.0,0.0
39.0,technician,married,secondary,251.0,yes,no,jul,2.0,0.0
31.0,blue-collar,divorced,secondary,-277.0,yes,no,jul,2.0,0.0
26.0,services,single,secondary,-189.0,no,yes,jul,2.0,0.0
42.0,management,married,tertiary,4.0,yes,no,jul,1.0,0.0
27.0,services,single,secondary,1820.0,yes,no,jul,1.0,0.0
33.0,self-employed,divorced,secondary,1904.0,yes,no,jul,2.0,0.0
51.0,blue-collar,married,primary,201.0,yes,no,jul,2.0,0.0
33.0,admin.,married,secondary,0.0,yes,no,jul,7.0,0.0
30.0,technician,single,tertiary,178.0,no,no,jul,3.0,0.0
52.0,housemaid,married,primary,3798.0,yes,no,jul,1.0,0.0
42.0,blue-collar,divorced,primary,301.0,yes,no,jul,2.0,0.0
31.0,management,divorced,tertiary,294.0,yes,no,jul,5.0,0.0
27.0,services,married,secondary,0.0,yes,no,jul,5.0,0.0
44.0,blue-collar,single,secondary,292.0,no,yes,jul,4.0,0.0
40.0,entrepreneur,divorced,secondary,2998.0,yes,no,jul,3.0,0.0
46.0,housemaid,divorced,primary,2084.0,yes,no,jul,2.0,0.0
32.0,services,divorced,secondary,454.0,yes,no,jul,1.0,0.0
56.0,technician,divorced,secondary,179.0,no,no,jul,1.0,0.0
33.0,blue-collar,married,secondary,661.0,yes,no,jul,1.0,0.0
33.0,blue-collar,married,secondary,89.0,yes,no,jul,2.0,0.0
32.0,self-employed,married,primary,102.0,yes,no,jul,1.0,0.0
41.0,blue-collar,divorced,primary,138.0,yes,no,jul,3.0,0.0
31.0,admin.,single,secondary,622.0,no,no,jul,1.0,0.0
30.0,admin.,divorced,secondary,10.0,yes,no,jul,2.0,0.0
34.0,admin.,divorced,secondary,-251.0,no,no,jul,1.0,0.0
43.0,entrepreneur,married,secondary,104.0,yes,no,jul,3.0,0.0
28.0,blue-collar,married,secondary,173.0,no,no,jul,7.0,0.0
32.0,admin.,divorced,secondary,-46.0,no,yes,jul,4.0,0.0
31.0,blue-collar,divorced,secondary,0.0,yes,yes,jul,4.0,0.0
35.0,entrepreneur,single,tertiary,145.0,yes,no,jul,2.0,0.0
31.0,management,married,tertiary,325.0,yes,no,jul,2.0,0.0
25.0,services,single,secondary,2311.0,no,yes,jul,2.0,0.0
56.0,retired,divorced,tertiary,158.0,no,yes,jul,1.0,0.0
47.0,technician,married,secondary,1981.0,yes,no,jul,2.0,0.0
39.0,management,married,tertiary,1423.0,yes,no,jul,3.0,0.0
51.0,management,married,tertiary,2455.0,yes,no,jul,1.0,0.0
54.0,technician,divorced,secondary,859.0,no,yes,jul,1.0,0.0
58.0,retired,married,unknown,9004.0,no,no,jul,4.0,0.0
42.0,unemployed,married,unknown,970.0,yes,no,jul,10.0,0.0
56.0,services,married,primary,486.0,no,yes,jul,1.0,0.0
55.0,housemaid,married,secondary,127.0,yes,no,jul,8.0,0.0
26.0,blue-collar,single,primary,409.0,yes,no,jul,2.0,0.0
40.0,admin.,single,secondary,664.0,no,no,jul,2.0,0.0
26.0,technician,single,secondary,223.0,no,yes,jul,3.0,0.0
35.0,management,single,tertiary,-324.0,no,yes,jul,10.674652974835883,0.0
34.0,services,single,secondary,-30.0,no,no,jul,3.0,0.0
41.0,management,single,tertiary,1253.0,no,no,jul,5.0,0.0
44.0,management,married,primary,4758.0,yes,no,jul,6.0,0.0
33.0,management,single,tertiary,30.0,yes,no,jul,1.0,0.0
36.0,management,divorced,tertiary,81.0,no,yes,jul,1.0,0.0
38.0,technician,married,secondary,0.0,yes,no,jul,1.0,0.0
35.0,technician,married,tertiary,328.0,yes,no,jul,2.0,0.0
41.0,technician,single,tertiary,145.0,no,no,jul,2.0,0.0
41.0,management,divorced,unknown,465.0,yes,no,jul,1.0,0.0
28.0,blue-collar,married,secondary,751.0,yes,no,jul,5.0,0.0
26.0,services,married,secondary,-379.0,yes,yes,jul,7.0,0.0
39.0,blue-collar,single,secondary,0.0,no,no,jul,4.0,0.0
25.0,admin.,married,unknown,349.0,yes,no,jul,8.0,0.0
37.0,admin.,married,secondary,1110.0,yes,no,jul,10.674652974835883,0.0
25.0,management,married,secondary,2228.0,yes,no,jul,1.0,0.0
46.0,management,divorced,tertiary,2166.0,yes,no,jul,1.0,0.0
25.0,blue-collar,single,secondary,-247.0,yes,no,jul,1.0,0.0
28.0,technician,single,tertiary,-123.0,no,yes,jul,1.0,0.0
33.0,services,divorced,secondary,44.0,no,yes,jul,1.0,0.0
32.0,management,single,secondary,131.0,yes,yes,jul,2.0,0.0
32.0,blue-collar,married,secondary,476.0,yes,no,jul,9.0,0.0
47.0,technician,single,secondary,1101.0,yes,no,jul,3.0,0.0
50.0,entrepreneur,married,tertiary,-168.0,yes,no,jul,2.0,0.0
27.0,technician,married,secondary,-392.0,yes,no,jul,2.0,0.0
45.0,admin.,married,secondary,524.0,yes,no,jul,1.0,0.0
51.0,admin.,single,secondary,895.0,no,no,jul,2.0,0.0
36.0,admin.,married,secondary,212.0,yes,yes,jul,6.0,0.0
51.0,self-employed,married,secondary,95.0,yes,no,jul,4.0,0.0
33.0,services,single,tertiary,395.0,yes,no,jul,6.0,0.0
59.0,technician,married,secondary,135.0,yes,yes,jul,4.0,0.0
38.0,entrepreneur,married,tertiary,0.0,no,no,jul,2.0,0.0
40.0,services,married,secondary,471.0,yes,no,jul,4.0,0.0
51.0,blue-collar,married,primary,603.0,yes,no,jul,2.0,0.0
41.0,entrepreneur,single,secondary,663.0,no,no,jul,1.0,0.0
38.0,entrepreneur,married,secondary,593.0,yes,yes,jul,10.674652974835883,0.0
31.0,management,married,tertiary,1224.0,yes,yes,jul,2.0,0.0
28.0,admin.,single,secondary,2.0,yes,no,jul,1.0,0.0
41.0,blue-collar,married,secondary,720.0,no,yes,jul,1.0,0.0
33.0,management,divorced,tertiary,990.0,yes,no,jul,2.0,0.0
25.0,student,single,secondary,1747.0,yes,no,jul,1.0,0.0
45.0,admin.,divorced,secondary,59.0,yes,no,jul,8.0,0.0
31.0,blue-collar,married,primary,33.0,yes,no,jul,2.0,0.0
28.0,services,single,secondary,340.0,yes,no,jul,2.0,0.0
49.0,technician,divorced,secondary,305.0,no,no,jul,2.0,0.0
25.0,services,married,secondary,0.0,yes,no,jul,9.0,0.0
28.0,unemployed,single,tertiary,497.0,yes,no,jul,6.0,0.0
54.0,retired,married,secondary,1371.0,no,no,jul,2.0,0.0
28.0,technician,single,tertiary,1628.0,yes,no,jul,2.0,0.0
27.0,technician,single,tertiary,372.0,yes,yes,jul,2.0,0.0
49.0,blue-collar,single,primary,566.0,yes,no,jul,2.0,0.0
53.0,blue-collar,married,primary,343.0,yes,no,jul,5.0,0.0
26.0,technician,single,secondary,941.0,no,yes,jul,1.0,0.0
37.0,services,married,secondary,775.0,no,yes,jul,1.0,0.0
34.0,blue-collar,single,secondary,1759.0,no,yes,jul,1.0,0.0
51.0,retired,married,primary,1495.0,no,no,jul,4.0,0.0
39.0,housemaid,married,secondary,1444.0,no,no,jul,8.0,0.0
35.0,technician,single,tertiary,470.0,yes,no,jul,10.674652974835883,0.0
51.0,unemployed,married,primary,1162.0,yes,no,jul,1.0,0.0
30.0,management,single,tertiary,2.0,yes,yes,jul,8.0,0.0
42.0,blue-collar,single,primary,1628.0,yes,no,jul,8.0,0.0
54.0,management,married,secondary,1134.0,yes,no,jul,3.0,0.0
51.0,blue-collar,married,primary,0.0,yes,yes,jul,3.0,0.0
57.0,retired,divorced,primary,63.0,no,yes,jul,10.674652974835883,0.0
30.0,management,married,tertiary,1221.0,yes,no,jul,4.0,0.0
37.0,blue-collar,single,secondary,5024.0,no,yes,jul,4.0,0.0
39.0,technician,married,secondary,10685.0,yes,no,jul,9.0,0.0
35.0,technician,married,tertiary,1629.0,no,no,jul,4.0,0.0
48.0,management,married,secondary,268.0,yes,no,jul,7.0,0.0
31.0,management,married,tertiary,0.0,yes,yes,jul,8.0,0.0
35.0,self-employed,married,secondary,5613.0,yes,no,jul,3.0,0.0
48.0,housemaid,married,secondary,513.0,no,yes,jul,3.0,0.0
53.0,housemaid,married,primary,362.0,no,no,jul,2.0,0.0
27.0,technician,single,secondary,3933.0,no,no,jul,3.0,0.0
55.0,technician,married,secondary,3899.0,yes,no,jul,4.0,0.0
40.0,services,married,secondary,473.0,yes,no,jul,3.0,0.0
40.0,self-employed,single,tertiary,1616.0,no,no,jul,7.0,0.0
38.0,blue-collar,divorced,secondary,1817.0,yes,no,jul,4.0,0.0
54.0,retired,single,secondary,129.0,no,yes,jul,2.0,0.0
54.0,technician,married,secondary,1938.0,no,yes,jul,3.0,0.0
50.0,admin.,single,secondary,133.0,no,no,jul,4.0,0.0
48.0,management,divorced,tertiary,2263.0,no,no,jul,2.0,0.0
41.0,services,married,unknown,1538.0,no,no,jul,2.0,0.0
51.0,blue-collar,divorced,primary,5.0,no,no,jul,2.0,0.0
42.0,technician,single,tertiary,2625.0,no,no,jul,2.0,0.0
58.0,retired,divorced,secondary,1080.0,yes,no,jul,2.0,0.0
47.0,unemployed,married,secondary,312.0,no,no,jul,1.0,0.0
58.0,admin.,married,secondary,145.0,yes,no,jul,10.674652974835883,0.0
41.0,blue-collar,married,secondary,-190.0,no,yes,jul,3.0,0.0
50.0,admin.,married,secondary,2678.0,no,no,jul,6.0,0.0
46.0,housemaid,married,secondary,271.0,yes,no,jul,10.674652974835883,0.0
44.0,blue-collar,married,secondary,0.0,no,no,jul,2.0,0.0
36.0,services,married,secondary,0.0,no,no,jul,2.0,0.0
58.0,management,divorced,secondary,3161.0,no,no,jul,2.0,0.0
44.0,unemployed,single,primary,-4.0,no,yes,jul,2.0,0.0
49.0,entrepreneur,divorced,unknown,-701.0,yes,no,jul,2.0,0.0
55.0,management,married,tertiary,-375.0,no,no,jul,2.0,0.0
52.0,unemployed,married,primary,959.0,no,no,jul,2.0,0.0
60.0,retired,divorced,secondary,1091.0,no,no,jul,5.0,0.0
41.0,services,married,unknown,-1.0,no,yes,jul,4.0,0.0
36.0,management,married,tertiary,96.0,no,no,jul,4.0,0.0
41.0,blue-collar,divorced,primary,0.0,no,no,jul,2.0,0.0
50.0,entrepreneur,married,tertiary,230.0,no,no,jul,4.0,0.0
44.0,housemaid,married,primary,-156.0,no,yes,jul,2.0,0.0
54.0,technician,married,secondary,114.0,no,no,jul,3.0,0.0
35.0,management,married,tertiary,-468.0,yes,no,jul,8.0,0.0
59.0,retired,divorced,secondary,679.0,no,no,jul,4.0,0.0
42.0,entrepreneur,married,unknown,206.0,yes,no,jul,2.0,0.0
27.0,management,single,tertiary,1.0,yes,no,jul,4.0,0.0
59.0,housemaid,divorced,primary,2518.0,no,no,jul,3.0,0.0
43.0,admin.,married,secondary,378.0,no,no,jul,8.0,0.0
39.0,technician,single,secondary,391.0,no,yes,jul,4.0,0.0
33.0,unemployed,married,secondary,-144.0,no,no,jul,3.0,0.0
36.0,self-employed,single,tertiary,1240.0,no,no,jul,3.0,0.0
35.0,blue-collar,divorced,primary,1792.0,yes,no,jul,6.0,0.0
50.0,blue-collar,married,unknown,2284.0,yes,no,jul,10.674652974835883,0.0
55.0,technician,married,secondary,264.0,yes,yes,jul,5.0,0.0
51.0,unemployed,divorced,tertiary,0.0,no,no,jul,2.0,0.0
48.0,entrepreneur,married,tertiary,-392.0,no,no,jul,4.0,0.0
55.0,housemaid,divorced,primary,77.0,no,no,jul,6.0,0.0
30.0,services,married,secondary,48.0,yes,no,jul,10.674652974835883,0.0
53.0,blue-collar,married,primary,252.0,no,no,jul,4.0,0.0
40.0,blue-collar,married,secondary,1954.0,no,no,jul,2.0,0.0
44.0,technician,married,primary,755.0,no,yes,jul,4.0,0.0
49.0,management,divorced,tertiary,755.0,no,no,jul,4.0,0.0
40.0,admin.,married,secondary,341.0,no,no,jul,5.0,0.0
58.0,unemployed,married,primary,1183.0,no,no,jul,5.0,0.0
49.0,services,married,secondary,388.0,no,no,jul,4.0,0.0
38.0,technician,married,secondary,1919.0,no,no,aug,1.0,0.0
51.0,housemaid,divorced,tertiary,1613.0,no,no,aug,1.0,0.0
36.0,management,divorced,tertiary,0.0,no,no,aug,1.0,0.0
55.0,retired,married,secondary,0.0,no,no,aug,1.0,0.0
43.0,technician,married,tertiary,0.0,no,no,aug,2.0,0.0
60.0,management,divorced,secondary,0.0,no,no,aug,3.0,0.0
57.0,retired,married,secondary,466.0,no,no,aug,2.0,0.0
41.0,technician,married,tertiary,515.0,no,no,aug,2.0,0.0
50.0,technician,married,tertiary,2313.0,no,no,aug,1.0,0.0
53.0,blue-collar,married,secondary,-8.0,no,no,aug,1.0,0.0
59.0,retired,married,primary,1634.0,yes,yes,aug,1.0,0.0
59.0,housemaid,married,primary,100.0,no,no,aug,1.0,0.0
52.0,unknown,married,unknown,5361.0,no,no,aug,3.0,0.0
58.0,management,divorced,tertiary,1257.0,no,no,aug,1.0,0.0
59.0,retired,married,primary,3400.0,yes,no,aug,3.0,0.0
49.0,technician,single,secondary,1377.0,no,no,aug,1.0,0.0
33.0,management,divorced,tertiary,2885.0,no,no,aug,2.0,0.0
55.0,blue-collar,married,primary,512.0,no,no,aug,2.0,0.0
42.0,technician,married,tertiary,921.0,no,no,aug,3.0,0.0
52.0,services,married,secondary,1000.0,no,no,aug,2.0,0.0
38.0,technician,married,tertiary,202.0,no,no,aug,2.0,0.0
55.0,technician,married,tertiary,169.0,no,yes,aug,2.0,0.0
49.0,technician,married,tertiary,3726.0,no,no,aug,2.0,0.0
56.0,technician,divorced,secondary,146.0,yes,no,aug,3.0,0.0
46.0,technician,married,secondary,940.0,no,no,aug,2.0,0.0
57.0,retired,divorced,tertiary,734.0,no,no,aug,4.0,0.0
61.0,retired,married,secondary,77.0,no,no,aug,4.0,0.0
45.0,admin.,married,secondary,925.0,no,no,aug,2.0,0.0
39.0,management,married,tertiary,1836.0,no,no,aug,3.0,0.0
46.0,admin.,married,secondary,660.0,no,no,aug,2.0,0.0
43.0,management,single,tertiary,1304.0,no,no,aug,2.0,0.0
34.0,services,married,secondary,2956.0,no,no,aug,2.0,0.0
35.0,management,divorced,tertiary,146.0,no,no,aug,2.0,0.0
36.0,management,divorced,tertiary,36.0,no,no,aug,4.0,0.0
45.0,management,divorced,tertiary,1.0,no,no,aug,2.0,0.0
47.0,technician,married,secondary,2480.0,no,no,aug,2.0,0.0
42.0,technician,married,tertiary,11204.778501400662,yes,no,aug,4.0,0.0
40.0,management,single,tertiary,0.0,no,no,aug,6.0,0.0
40.0,technician,divorced,secondary,311.0,no,no,aug,2.0,0.0
32.0,technician,married,secondary,560.0,no,no,aug,4.0,0.0
33.0,technician,single,secondary,3059.0,no,yes,aug,2.0,0.0
32.0,self-employed,married,tertiary,1423.0,no,no,aug,4.0,0.0
46.0,blue-collar,married,primary,874.0,no,no,aug,1.0,0.0
50.0,admin.,married,secondary,706.0,yes,no,aug,4.0,0.0
51.0,blue-collar,married,primary,7098.0,no,no,aug,7.0,0.0
30.0,management,single,tertiary,5389.0,no,no,aug,3.0,0.0
39.0,technician,single,secondary,1104.0,no,no,aug,2.0,0.0
47.0,admin.,married,secondary,3070.0,no,no,aug,4.0,0.0
40.0,technician,divorced,secondary,0.0,no,no,aug,2.0,0.0
50.0,blue-collar,married,primary,4108.0,yes,no,aug,2.0,0.0
60.0,management,married,tertiary,0.0,no,no,aug,3.0,0.0
32.0,management,single,tertiary,4291.0,no,no,aug,9.0,0.0
57.0,technician,married,tertiary,6822.0,no,no,aug,2.0,0.0
41.0,self-employed,married,tertiary,231.0,no,no,aug,2.0,0.0
50.0,technician,married,secondary,3176.0,no,no,aug,1.0,0.0
46.0,technician,divorced,secondary,-824.0,yes,no,aug,3.0,0.0
31.0,management,married,tertiary,676.0,no,no,aug,1.0,0.0
36.0,technician,single,secondary,651.0,no,no,aug,1.0,0.0
45.0,technician,divorced,secondary,2657.0,no,no,aug,3.0,0.0
33.0,technician,divorced,secondary,801.0,no,no,aug,5.0,0.0
47.0,services,married,secondary,405.0,no,yes,aug,2.0,0.0
35.0,management,married,tertiary,82.0,no,no,aug,4.0,0.0
38.0,management,married,tertiary,179.0,no,no,aug,4.0,0.0
33.0,management,married,tertiary,1047.0,no,no,aug,4.0,0.0
44.0,technician,single,secondary,7138.0,no,no,aug,2.0,0.0
31.0,management,single,tertiary,165.0,no,yes,aug,2.0,0.0
31.0,management,single,tertiary,37.0,no,no,aug,2.0,0.0
49.0,services,married,secondary,823.0,no,no,aug,4.0,0.0
52.0,services,married,primary,1625.0,no,no,aug,2.0,0.0
31.0,technician,married,tertiary,120.0,no,no,aug,1.0,0.0
35.0,management,married,tertiary,2957.0,yes,yes,aug,3.0,0.0
31.0,management,single,tertiary,2.0,no,no,aug,1.0,0.0
36.0,technician,divorced,secondary,1.0,no,no,aug,3.0,0.0
39.0,management,married,tertiary,1795.0,no,no,aug,7.0,0.0
46.0,management,married,tertiary,4.0,no,no,aug,4.0,0.0
48.0,blue-collar,married,primary,476.0,no,no,aug,3.0,0.0
36.0,management,married,tertiary,9.0,no,no,aug,4.0,0.0
30.0,management,married,tertiary,131.0,yes,no,aug,6.0,0.0
33.0,management,single,tertiary,1120.0,no,no,aug,2.0,0.0
57.0,housemaid,married,primary,2785.0,no,no,aug,4.0,0.0
33.0,management,single,tertiary,0.0,no,no,aug,7.0,0.0
35.0,management,married,tertiary,43.0,no,no,aug,4.0,0.0
53.0,management,married,tertiary,0.0,no,no,aug,2.0,0.0
41.0,management,married,secondary,456.0,yes,no,aug,4.0,0.0
32.0,management,single,secondary,2018.0,no,no,aug,1.0,0.0
41.0,management,married,tertiary,0.0,no,no,aug,5.0,0.0
35.0,technician,single,secondary,354.0,no,no,aug,3.0,0.0
48.0,blue-collar,married,primary,719.0,no,yes,aug,5.0,0.0
34.0,management,married,tertiary,828.0,no,yes,aug,3.0,0.0
47.0,blue-collar,married,secondary,2787.0,no,no,aug,1.0,0.0
46.0,unemployed,married,secondary,2551.0,no,no,aug,2.0,0.0
60.0,retired,married,secondary,2722.0,no,no,aug,2.0,0.0
39.0,management,married,secondary,1880.0,no,no,aug,2.0,0.0
57.0,blue-collar,married,primary,2112.0,no,no,aug,2.0,0.0
36.0,unemployed,divorced,secondary,871.0,no,no,aug,3.0,0.0
30.0,management,married,secondary,850.0,no,no,aug,2.0,0.0
33.0,technician,married,secondary,3243.0,no,no,aug,4.0,0.0
30.0,management,married,tertiary,1567.0,yes,no,aug,4.0,0.0
36.0,technician,single,secondary,12.0,no,no,aug,2.0,0.0
49.0,blue-collar,married,primary,128.0,no,no,aug,2.0,0.0
49.0,blue-collar,married,secondary,553.0,no,no,aug,8.0,0.0
40.0,unemployed,divorced,secondary,1694.0,no,no,aug,6.0,0.0
49.0,blue-collar,married,primary,408.0,no,no,aug,4.0,0.0
38.0,management,married,tertiary,1223.0,no,no,aug,5.0,0.0
31.0,management,single,tertiary,1858.0,no,no,aug,3.0,0.0
34.0,management,married,tertiary,520.0,yes,no,aug,4.0,0.0
39.0,management,married,tertiary,271.0,yes,no,aug,1.0,0.0
40.0,management,married,secondary,4396.0,no,no,aug,3.0,0.0
47.0,technician,married,secondary,568.0,yes,no,aug,1.0,0.0
37.0,technician,single,secondary,3665.0,no,no,aug,3.0,0.0
44.0,technician,single,secondary,244.0,yes,no,aug,4.0,0.0
55.0,management,married,tertiary,568.0,no,no,aug,10.0,0.0
40.0,technician,married,secondary,42.0,no,no,aug,2.0,0.0
54.0,retired,married,primary,309.0,no,no,aug,2.0,0.0
35.0,technician,married,secondary,-180.0,no,yes,aug,2.0,0.0
32.0,technician,single,tertiary,11204.778501400662,no,no,aug,9.0,0.0
